country,avg_tone,std_tone,count_mentions,count_events,avg_conf,avg_weighted_tone,std_weighted_tone,first_quartile_tone,median_tone,third_quartile_tone
Kyrgyzstan,0.2590298651248082,3.749662971877536,32023,27768,46.56215844861506,0.2603920825780761,4.494061904329532,-1.33079847908746,0.598802395209579,2.40770465489567
Macedonia,-0.4291157849264295,3.466973611987756,18990,14368,40.70405476566614,-0.3506225403707611,4.42396684876712,-2.59067357512954,-0.31678986272439,1.68067226890756
Samoa,-0.1091335592533745,3.648708486850813,15179,14358,47.422755122208315,-0.03167183178988788,4.286402336805624,-1.99430199430199,0.13927576601671,2.26308345120226
Uzbekistan,1.1632956432107577,3.45100256957284,7289,6798,50.794347647139524,1.4353914496734748,3.9186652961826716,-0.16949152542373,1.60427807486631,3.23590814196242
Serbia,-1.0829254429005082,3.3205120812477906,25270,18009,35.094182825484765,-1.052220161305153,4.323087832146479,-2.81124497991968,-0.59880239520958,1.09170305676856
Belize,-1.5963710385184438,3.6496620922704808,55816,45511,44.99731259853805,-1.2794767469837391,4.23794699823017,-3.81679389312977,-1.42045454545455,0.757575757575762
Brazil,-1.56259183208894,3.7241757675330325,17961,13508,40.68982796058126,-1.631839467051787,4.902307979018646,-4.08450704225352,-1.18203309692671,1.1990407673861
Gambia,-0.8272581177636461,4.520434219852208,29918,26585,43.29166388127549,-0.6992500847751292,5.333371572555154,-4.01002506265664,-0.775193798449608,2.62008733624454
Kenya,-2.4068540296610292,3.833807123012614,357139,225370,44.173529074114,-2.3020257275779286,4.907256039542609,-4.97237569060773,-2.23367697594502,0.28328611898017
Bermuda,0.19238974804351758,3.276678923130225,19647,16475,47.795592202371864,0.2452944977475152,3.9592163876541204,-1.9672131147541,0.28818443804035,2.36220472440945
